scenario,category,cat_key,district_id,score
organic_expansion,Land use occupation,land_use,TZ1503,6.469885195217892e-10
organic_expansion,Land use occupation,land_use,TZ0402,1.7834749738398866e-09
organic_expansion,Land use occupation,land_use,TZ0104,1.0251630416376785e-09
organic_expansion,Land use occupation,land_use,TZ1601,3.431731298826628e-09
organic_expansion,Land use occupation,land_use,TZ1002,4.4625270196649426e-13
organic_expansion,Land use occupation,land_use,TZ0503,8.801761142974723e-10
organic_expansion,Land use occupation,land_use,TZ1407,2.3961414694814587e-08
organic_expansion,Land use occupation,land_use,TZ1705,2.001960698277703e-08
organic_expansion,Land use occupation,land_use,TZ0101,3.330456766013414e-10
organic_expansion,Land use occupation,land_use,TZ1907,1.9382067156863415e-07
organic_expansion,Land use occupation,land_use,TZ2503,5.896046193029876e-08
organic_expansion,Land use occupation,land_use,TZ0205,1.2693583731828293e-09
organic_expansion,Land use occupation,land_use,TZ1104,3.720992069661144e-10
organic_expansion,Land use occupation,land_use,TZ2007,9.271945370544452e-08
organic_expansion,Land use occupation,land_use,TZ2006,4.318090343330917e-09
organic_expansion,Land use occupation,land_use,TZ2402,6.3183871141922206e-06
organic_expansion,Land use occupation,land_use,TZ1306,1.4736285926308098e-08
organic_expansion,Land use occupation,land_use,TZ0505,5.634651624103004e-10
organic_expansion,Land use occupation,land_use,TZ2504,8.149855698192694e-08
organic_expansion,Land use occupation,land_use,TZ0106,6.432237363855514e-09
organic_expansion,Land use occupation,land_use,TZ2403,1.3192424331162613e-06
organic_expansion,Land use occupation,land_use,TZ2102,1.545533542417031e-09
organic_expansion,Land use occupation,land_use,TZ2405,1.1238606087992933e-06
organic_expansion,Land use occupation,land_use,TZ1406,4.1754076535537435e-09
organic_expansion,Land use occupation,land_use,TZ0601,1.296649525280762e-10
organic_expansion,Land use occupation,land_use,TZ2004,1.689042659481234e-07
organic_expansion,Land use occupation,land_use,TZ1405,6.963339158510205e-10
organic_expansion,Land use occupation,land_use,TZ1402,4.009435581928477e-07
organic_expansion,Land use occupation,land_use,TZ1803,1.0739044876783646e-08
organic_expansion,Land use occupation,land_use,TZ0201,4.054491163814784e-10
organic_expansion,Land use occupation,land_use,TZ1103,3.526999645214294e-10
organic_expansion,Land use occupation,land_use,TZ0502,8.167903202767959e-11
organic_expansion,Land use occupation,land_use,TZ1703,2.3535211300776773e-07
organic_expansion,Land use occupation,land_use,TZ2502,1.2045023477180075e-07
organic_expansion,Land use occupation,land_use,TZ1704,3.490048829847007e-08
organic_expansion,Land use occupation,land_use,TZ0702,6.615221734607343e-10
organic_expansion,Land use occupation,land_use,TZ0301,2.40131711978737e-12
organic_expansion,Land use occupation,land_use,TZ0703,2.4838869982582435e-09
organic_expansion,Land use occupation,land_use,TZ0203,8.27179485772401e-10
organic_expansion,Land use occupation,land_use,TZ2005,6.848248928797405e-12
organic_expansion,Water consumption,water,TZ1903,4.563345338887698e-12
organic_expansion,Water consumption,water,TZ1705,2.1900855294354275e-12
organic_expansion,Water consumption,water,TZ0505,2.05083131149437e-12
organic_expansion,Water consumption,water,TZ0702,4.838053271642391e-11
organic_expansion,Water consumption,water,TZ0703,1.2757402389107386e-10
organic_expansion,Water consumption,water,TZ0203,2.7180192428735754e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1608,8.367111626342873e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1802,4.890227469347448e-15
organic_expansion,FW eutrophication N,n_eutro,TZ2001,8.968329993923312e-13
organic_expansion,FW eutrophication N,n_eutro,TZ1304,6.398478882082306e-12
organic_expansion,FW eutrophication N,n_eutro,TZ2501,3.3709967657445035e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1302,2.219187654277455e-12
organic_expansion,FW eutrophication N,n_eutro,TZ0105,7.887159811254856e-14
organic_expansion,FW eutrophication N,n_eutro,TZ0602,6.602993305260611e-15
organic_expansion,FW eutrophication N,n_eutro,TZ1606,8.191577570160573e-13
organic_expansion,FW eutrophication N,n_eutro,TZ0507,2.0795973852017778e-14
organic_expansion,FW eutrophication N,n_eutro,TZ1403,2.6950403825953214e-11
organic_expansion,FW eutrophication N,n_eutro,TZ2303,1.5814145726754547e-13
organic_expansion,FW eutrophication N,n_eutro,TZ2404,1.335346683173865e-10
organic_expansion,FW eutrophication N,n_eutro,TZ1607,1.735564317770681e-11
organic_expansion,FW eutrophication N,n_eutro,TZ0607,4.618740839464912e-15
organic_expansion,FW eutrophication N,n_eutro,TZ1303,1.7483565464581798e-13
organic_expansion,FW eutrophication N,n_eutro,TZ1902,9.760625665710546e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1702,8.89867770210522e-11
organic_expansion,FW eutrophication N,n_eutro,TZ0504,9.338248842598632e-14
organic_expansion,FW eutrophication N,n_eutro,TZ1904,1.3284560215977833e-10
organic_expansion,FW eutrophication N,n_eutro,TZ2505,1.1805231693922735e-12
organic_expansion,FW eutrophication N,n_eutro,TZ0506,3.4383456036927833e-13
organic_expansion,FW eutrophication N,n_eutro,TZ1305,1.6705570512361542e-12
organic_expansion,FW eutrophication N,n_eutro,TZ2401,1.2928525314989987e-11
organic_expansion,FW eutrophication N,n_eutro,TZ1804,4.2567162486801824e-11
organic_expansion,FW eutrophication N,n_eutro,TZ1102,2.215471636350806e-14
organic_expansion,FW eutrophication N,n_eutro,TZ1101,1.7725634942810182e-14
organic_expansion,FW eutrophication N,n_eutro,TZ1301,2.2871625327153732e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1701,1.531814368774474e-10
organic_expansion,FW eutrophication N,n_eutro,TZ0102,1.5570322422043354e-14
organic_expansion,FW eutrophication N,n_eutro,TZ1805,1.650342558699959e-12
organic_expansion,FW eutrophication N,n_eutro,TZ0501,7.302393235568737e-14
organic_expansion,FW eutrophication N,n_eutro,TZ2002,1.4861809707173328e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1404,2.192461802880181e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1605,3.732047939797765e-12
organic_expansion,FW eutrophication N,n_eutro,TZ0401,1.2303828640716889e-11
organic_expansion,FW eutrophication N,n_eutro,TZ2103,4.2556908824748365e-13
organic_expansion,FW eutrophication N,n_eutro,TZ0107,6.406582707055913e-13
organic_expansion,FW eutrophication N,n_eutro,TZ1602,1.4165902362326265e-11
organic_expansion,FW eutrophication N,n_eutro,TZ0407,1.3479509335397968e-14
organic_expansion,FW eutrophication N,n_eutro,TZ1502,1.5461271864077539e-15
organic_expansion,FW eutrophication N,n_eutro,TZ1401,1.31289328552874e-11
organic_expansion,FW eutrophication N,n_eutro,TZ2302,3.078729657377719e-12
organic_expansion,FW eutrophication N,n_eutro,TZ2101,1.0463217716541986e-12
organic_expansion,FW eutrophication N,n_eutro,TZ2106,2.6569617192308892e-12
organic_expansion,FW eutrophication N,n_eutro,TZ0204,3.3219559442232356e-14
organic_expansion,FW eutrophication N,n_eutro,TZ2301,1.1711235544116601e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1503,6.074687067803512e-16
organic_expansion,FW eutrophication N,n_eutro,TZ0402,3.2330561665290455e-12
organic_expansion,FW eutrophication N,n_eutro,TZ0104,5.538711527157355e-13
organic_expansion,FW eutrophication N,n_eutro,TZ1601,6.2054930994290966e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1002,5.958084687470224e-17
organic_expansion,FW eutrophication N,n_eutro,TZ0503,1.5576313463337328e-13
organic_expansion,FW eutrophication N,n_eutro,TZ1407,3.757057169996676e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1705,1.357596600785684e-11
organic_expansion,FW eutrophication N,n_eutro,TZ0101,9.995807216526222e-14
organic_expansion,FW eutrophication N,n_eutro,TZ1907,1.5930473537273847e-10
organic_expansion,FW eutrophication N,n_eutro,TZ2503,2.0615342419984853e-11
organic_expansion,FW eutrophication N,n_eutro,TZ0205,1.4796654227608176e-13
organic_expansion,FW eutrophication N,n_eutro,TZ1104,3.1289919973346877e-14
organic_expansion,FW eutrophication N,n_eutro,TZ2007,6.665725052741337e-12
organic_expansion,FW eutrophication N,n_eutro,TZ2006,3.142633468867986e-13
organic_expansion,FW eutrophication N,n_eutro,TZ2402,2.582673727630318e-11
organic_expansion,FW eutrophication N,n_eutro,TZ1306,3.6082547934970886e-12
organic_expansion,FW eutrophication N,n_eutro,TZ0505,2.2361393080398817e-14
organic_expansion,FW eutrophication N,n_eutro,TZ2504,5.4648038268181055e-12
organic_expansion,FW eutrophication N,n_eutro,TZ0106,1.384187057385797e-12
organic_expansion,FW eutrophication N,n_eutro,TZ2403,4.101680402197112e-12
organic_expansion,FW eutrophication N,n_eutro,TZ2102,1.084499789325564e-12
organic_expansion,FW eutrophication N,n_eutro,TZ2405,1.0817936826215233e-11
organic_expansion,FW eutrophication N,n_eutro,TZ1406,6.233045737641038e-11
organic_expansion,FW eutrophication N,n_eutro,TZ0601,3.955629233233949e-15
organic_expansion,FW eutrophication N,n_eutro,TZ2004,6.126599619291158e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1405,1.9280352079362996e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1402,3.8789546710211004e-11
organic_expansion,FW eutrophication N,n_eutro,TZ1803,9.968467500005172e-14
organic_expansion,FW eutrophication N,n_eutro,TZ0201,2.4948028896060124e-14
organic_expansion,FW eutrophication N,n_eutro,TZ1103,7.53245207837253e-14
organic_expansion,FW eutrophication N,n_eutro,TZ0502,5.7381977519672365e-15
organic_expansion,FW eutrophication N,n_eutro,TZ1703,6.578943228815153e-11
organic_expansion,FW eutrophication N,n_eutro,TZ2502,9.24454701717532e-12
organic_expansion,FW eutrophication N,n_eutro,TZ1704,1.1013471216589483e-11
organic_expansion,FW eutrophication P,p_eutro,TZ1608,4.223770164691598e-10
organic_expansion,FW eutrophication P,p_eutro,TZ1802,1.6117479644280464e-14
organic_expansion,FW eutrophication P,p_eutro,TZ2001,1.338900060297648e-11
organic_expansion,FW eutrophication P,p_eutro,TZ2501,5.074721978205901e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1302,2.7048668491132514e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0602,3.0239135317836523e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1606,4.135159477694686e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0507,1.2306373645906034e-13
organic_expansion,FW eutrophication P,p_eutro,TZ1403,1.6035579182163253e-11
organic_expansion,FW eutrophication P,p_eutro,TZ2303,1.5316649800463486e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1607,1.426866734118367e-10
organic_expansion,FW eutrophication P,p_eutro,TZ0607,3.1333312859600755e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1303,1.0684028941703524e-13
organic_expansion,FW eutrophication P,p_eutro,TZ0504,9.690422075841516e-12
organic_expansion,FW eutrophication P,p_eutro,TZ2505,2.28930716335798e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0506,1.8263460901502075e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1305,8.916590024209204e-12
organic_expansion,FW eutrophication P,p_eutro,TZ2401,4.370047158577931e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1804,1.9226316087527603e-11
organic_expansion,FW eutrophication P,p_eutro,TZ1102,1.3869133111695293e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1101,7.343475841089585e-14
organic_expansion,FW eutrophication P,p_eutro,TZ1301,5.206768301285733e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0102,2.51977513506276e-13
organic_expansion,FW eutrophication P,p_eutro,TZ1805,3.435460228371658e-12
organic_expansion,FW eutrophication P,p_eutro,TZ0501,1.185544934902402e-12
organic_expansion,FW eutrophication P,p_eutro,TZ2002,1.6188230608424648e-11
organic_expansion,FW eutrophication P,p_eutro,TZ1404,2.178280235075597e-11
organic_expansion,FW eutrophication P,p_eutro,TZ1605,8.729208460574828e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0401,1.4404379628690121e-11
organic_expansion,FW eutrophication P,p_eutro,TZ2103,1.714349796487438e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0107,7.741740775134192e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1602,5.299416622181032e-10
organic_expansion,FW eutrophication P,p_eutro,TZ0407,5.108199939182155e-14
organic_expansion,FW eutrophication P,p_eutro,TZ1502,1.377085802644684e-14
organic_expansion,FW eutrophication P,p_eutro,TZ1401,5.000323238277603e-11
organic_expansion,FW eutrophication P,p_eutro,TZ2302,7.938462667246812e-11
organic_expansion,FW eutrophication P,p_eutro,TZ2101,4.019538739727471e-11
organic_expansion,FW eutrophication P,p_eutro,TZ2106,8.702572021663172e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0204,1.6883967580325693e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1503,9.268206092258255e-15
organic_expansion,FW eutrophication P,p_eutro,TZ0402,4.269907214465195e-12
organic_expansion,FW eutrophication P,p_eutro,TZ0104,3.198091292830937e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1601,2.1059652381175508e-10
organic_expansion,FW eutrophication P,p_eutro,TZ1002,5.919844086778719e-16
organic_expansion,FW eutrophication P,p_eutro,TZ0503,1.1469296957053737e-11
organic_expansion,FW eutrophication P,p_eutro,TZ1407,5.163012185920396e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0101,1.7295680162678991e-12
organic_expansion,FW eutrophication P,p_eutro,TZ2503,4.4906709714354195e-12
organic_expansion,FW eutrophication P,p_eutro,TZ0205,1.167283173963364e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1104,2.703414806561636e-13
organic_expansion,FW eutrophication P,p_eutro,TZ2402,9.764735035361862e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1306,5.639464358758622e-11
organic_expansion,FW eutrophication P,p_eutro,TZ2504,3.8796128965514407e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0106,2.1368055554609666e-13
organic_expansion,FW eutrophication P,p_eutro,TZ2403,6.005641178983858e-12
organic_expansion,FW eutrophication P,p_eutro,TZ2102,3.1111062889217875e-11
organic_expansion,FW eutrophication P,p_eutro,TZ1406,1.2808195060576653e-11
organic_expansion,FW eutrophication P,p_eutro,TZ0601,1.1226699779268418e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1405,1.0172883367873056e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1402,1.073537725449988e-12
organic_expansion,FW eutrophication P,p_eutro,TZ1803,2.4966370072058523e-12
organic_expansion,FW eutrophication P,p_eutro,TZ0201,4.15248490525195e-13
organic_expansion,FW eutrophication P,p_eutro,TZ0502,2.3828412102968868e-14
organic_expansion,FW eutrophication P,p_eutro,TZ1704,3.4358625013154174e-11
manufacturing_expansion,Land use occupation,land_use,TZ1608,6.254974934548609e-10
manufacturing_expansion,Land use occupation,land_use,TZ1802,7.245231022607323e-10
manufacturing_expansion,Land use occupation,land_use,TZ2001,1.2131095646544279e-08
manufacturing_expansion,Land use occupation,land_use,TZ1304,1.1673486661310277e-08
manufacturing_expansion,Land use occupation,land_use,TZ2501,6.58688953251901e-08
manufacturing_expansion,Land use occupation,land_use,TZ1905,5.806117741590336e-08
manufacturing_expansion,Land use occupation,land_use,TZ1302,5.558555429664789e-09
manufacturing_expansion,Land use occupation,land_use,TZ1906,1.1620134681736803e-07
manufacturing_expansion,Land use occupation,land_use,TZ0105,8.568992419599003e-11
manufacturing_expansion,Land use occupation,land_use,TZ0602,1.0587887457331075e-10
manufacturing_expansion,Land use occupation,land_use,TZ1606,6.123751500392056e-11
manufacturing_expansion,Land use occupation,land_use,TZ0507,9.600787596261411e-11
manufacturing_expansion,Land use occupation,land_use,TZ1403,1.3667206339011509e-08
manufacturing_expansion,Land use occupation,land_use,TZ2303,1.8583143749880486e-09
manufacturing_expansion,Land use occupation,land_use,TZ2404,9.48426592536598e-07
manufacturing_expansion,Land use occupation,land_use,TZ1607,6.881415636701051e-09
manufacturing_expansion,Land use occupation,land_use,TZ0607,1.263699718724343e-10
manufacturing_expansion,Land use occupation,land_use,TZ1303,1.638931063918281e-08
manufacturing_expansion,Land use occupation,land_use,TZ1902,5.042320713470153e-07
manufacturing_expansion,Land use occupation,land_use,TZ1702,7.383000556570786e-07
manufacturing_expansion,Land use occupation,land_use,TZ0504,9.346047315282816e-10
manufacturing_expansion,Land use occupation,land_use,TZ1904,4.789806433266509e-07
manufacturing_expansion,Land use occupation,land_use,TZ2505,7.464708068127615e-08
manufacturing_expansion,Land use occupation,land_use,TZ0506,1.918514832275647e-09
manufacturing_expansion,Land use occupation,land_use,TZ1305,5.6688636230809115e-08
manufacturing_expansion,Land use occupation,land_use,TZ2401,3.28663186273757e-06
manufacturing_expansion,Land use occupation,land_use,TZ1603,1.7901458341596215e-09
manufacturing_expansion,Land use occupation,land_use,TZ1804,2.7921959531221574e-08
manufacturing_expansion,Land use occupation,land_use,TZ1102,1.8798826399404512e-10
manufacturing_expansion,Land use occupation,land_use,TZ1101,1.1259914159570166e-10
manufacturing_expansion,Land use occupation,land_use,TZ1301,2.651077476955668e-08
manufacturing_expansion,Land use occupation,land_use,TZ1701,7.340193505169673e-07
manufacturing_expansion,Land use occupation,land_use,TZ0102,1.6600075122875232e-10
manufacturing_expansion,Land use occupation,land_use,TZ1805,5.225799923912322e-09
manufacturing_expansion,Land use occupation,land_use,TZ0501,8.64801704450952e-10
manufacturing_expansion,Land use occupation,land_use,TZ2002,6.169515736774899e-08
manufacturing_expansion,Land use occupation,land_use,TZ1903,2.4503454133715667e-07
manufacturing_expansion,Land use occupation,land_use,TZ1404,6.237948438533364e-09
manufacturing_expansion,Land use occupation,land_use,TZ1605,7.08338890135241e-09
manufacturing_expansion,Land use occupation,land_use,TZ0401,6.879376704764296e-09
manufacturing_expansion,Land use occupation,land_use,TZ2003,2.0538084302665874e-07
manufacturing_expansion,Land use occupation,land_use,TZ2103,9.192581979294549e-10
manufacturing_expansion,Land use occupation,land_use,TZ0107,1.963528224734806e-09
manufacturing_expansion,Land use occupation,land_use,TZ1602,2.747828646205954e-09
manufacturing_expansion,Land use occupation,land_use,TZ0407,1.3852809079545795e-11
manufacturing_expansion,Land use occupation,land_use,TZ1502,9.443056064976818e-10
manufacturing_expansion,Land use occupation,land_use,TZ1401,2.0247794631896552e-08
manufacturing_expansion,Land use occupation,land_use,TZ2302,1.5570360563283678e-08
manufacturing_expansion,Land use occupation,land_use,TZ2101,4.162088659116463e-09
manufacturing_expansion,Land use occupation,land_use,TZ0701,3.2229339277921326e-10
manufacturing_expansion,Land use occupation,land_use,TZ2106,8.35007274688556e-09
manufacturing_expansion,Land use occupation,land_use,TZ0204,2.1336214161476344e-10
manufacturing_expansion,Land use occupation,land_use,TZ2301,2.6314123674751103e-09
manufacturing_expansion,Land use occupation,land_use,TZ1503,6.469885400763203e-10
manufacturing_expansion,Land use occupation,land_use,TZ0402,1.783475030500075e-09
manufacturing_expansion,Land use occupation,land_use,TZ0104,1.025163074206642e-09
manufacturing_expansion,Land use occupation,land_use,TZ1601,3.43173140785117e-09
manufacturing_expansion,Land use occupation,land_use,TZ1002,4.462527161437396e-13
manufacturing_expansion,Land use occupation,land_use,TZ0503,8.801761422602671e-10
manufacturing_expansion,Land use occupation,land_use,TZ1407,2.3961415456057834e-08
manufacturing_expansion,Land use occupation,land_use,TZ1705,2.0405583243215284e-08
manufacturing_expansion,Land use occupation,land_use,TZ0101,3.330456871820511e-10
manufacturing_expansion,Land use occupation,land_use,TZ1907,1.9382067772622873e-07
manufacturing_expansion,Land use occupation,land_use,TZ2503,5.896046380344583e-08
manufacturing_expansion,Land use occupation,land_use,TZ0205,1.2693584135097675e-09
manufacturing_expansion,Land use occupation,land_use,TZ1104,3.7209921878753694e-10
manufacturing_expansion,Land use occupation,land_use,TZ2007,9.271945665109939e-08
manufacturing_expansion,Land use occupation,land_use,TZ2006,4.318090480514683e-09
manufacturing_expansion,Land use occupation,land_use,TZ2402,6.318387314924507e-06
manufacturing_expansion,Land use occupation,land_use,TZ1306,1.47362863944732e-08
manufacturing_expansion,Land use occupation,land_use,TZ0505,1.6254681264511047e-09
manufacturing_expansion,Land use occupation,land_use,TZ2504,8.149855957109903e-08
manufacturing_expansion,Land use occupation,land_use,TZ0106,6.4322375682047685e-09
manufacturing_expansion,Land use occupation,land_use,TZ2403,1.3192424750279934e-06
manufacturing_expansion,Land use occupation,land_use,TZ2102,1.5455335915179285e-09
manufacturing_expansion,Land use occupation,land_use,TZ2405,1.1238606445038335e-06
manufacturing_expansion,Land use occupation,land_use,TZ1406,4.175407786204545e-09
manufacturing_expansion,Land use occupation,land_use,TZ0601,1.2966495664747277e-10
manufacturing_expansion,Land use occupation,land_use,TZ2004,1.6890427131413508e-07
manufacturing_expansion,Land use occupation,land_use,TZ1405,6.963339379732322e-10
manufacturing_expansion,Land use occupation,land_use,TZ1402,4.009435709306422e-07
manufacturing_expansion,Land use occupation,land_use,TZ1803,1.0739045217958217e-08
manufacturing_expansion,Land use occupation,land_use,TZ0201,4.054491292624124e-10
manufacturing_expansion,Land use occupation,land_use,TZ1103,3.5269997572654683e-10
manufacturing_expansion,Land use occupation,land_use,TZ0502,8.167903462258528e-11
manufacturing_expansion,Land use occupation,land_use,TZ1703,2.3535212048479728e-07
manufacturing_expansion,Land use occupation,land_use,TZ2502,1.204502385984499e-07
manufacturing_expansion,Land use occupation,land_use,TZ1704,3.49004894072427e-08
manufacturing_expansion,Land use occupation,land_use,TZ0702,1.9845666146793106e-09
manufacturing_expansion,Land use occupation,land_use,TZ0301,2.401317196076122e-12
manufacturing_expansion,Land use occupation,land_use,TZ0703,7.451661348842015e-09
manufacturing_expansion,Land use occupation,land_use,TZ0203,2.465421027341676e-09
manufacturing_expansion,Land use occupation,land_use,TZ2005,6.8482491463631566e-12
manufacturing_expansion,Water consumption,water,TZ1903,1.3690036667148113e-11
manufacturing_expansion,Water consumption,water,TZ1705,6.570256900493444e-12
manufacturing_expansion,Water consumption,water,TZ0505,6.152494226820189e-12
manufacturing_expansion,Water consumption,water,TZ0702,1.4514160504570614e-10
manufacturing_expansion,Water consumption,water,TZ0703,3.827220898583435e-10
manufacturing_expansion,Water consumption,water,TZ0203,8.154058116062541e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1608,5.401558977400904e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1802,3.1569857399083987e-15
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2001,5.789687714748929e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1304,4.130668095595632e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2501,2.1762154798400046e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1302,1.4326416966590652e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0105,5.091716327836341e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0602,4.262696538367775e-15
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1606,5.288239399587943e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0507,1.3425263611937611e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1403,1.7398380974425384e-11
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2303,1.0209143206759549e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2404,8.620601931174397e-11
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1607,1.1204288218165495e-11
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0607,2.9817220278444434e-15
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1303,1.1286871050561778e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1902,6.301170289598808e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1702,5.7447222620373806e-11
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0504,6.02849634635378e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1904,8.576117864797978e-11
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2505,7.621107269065728e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0506,2.219693891086689e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1305,1.0784620595899835e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2401,8.346272297823094e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1804,2.7480096948768164e-11
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1102,1.4302427457560222e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1101,1.144314392245255e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1301,1.476524261068518e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1701,9.888939008910977e-11
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0102,1.0051738116535127e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1805,1.0654121830604631e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0501,4.714208379139124e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2002,9.594343332466538e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1404,1.4153882800691487e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1605,2.4092994038513015e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0401,7.942986662377684e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2103,2.747347748881717e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0107,4.1358996845228853e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1602,9.145086201228663e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0407,8.70197123130798e-15
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1502,9.981338312316395e-16
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1401,8.475649458876391e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2302,1.9875365075137284e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2101,6.75474286865592e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2106,1.715255642333896e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0204,2.1445561807201836e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2301,7.560426144025168e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1503,3.921637708607596e-16
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0402,2.087165122283584e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0104,3.575627804290118e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1601,4.006082201041622e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1002,3.846362671963812e-17
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0503,1.0055605755014284e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1407,2.4254446207351655e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1705,8.764240796758746e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0101,6.45299651994668e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1907,1.0284240989279102e-10
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2503,1.3308653319536786e-11
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0205,9.552280888305526e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1104,2.0199843826878774e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2007,4.303194293017747e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2006,2.0287909119080274e-13
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2402,1.6672975194041392e-11
manufacturing_expansion,FW eutrophication N,n_eutro,TZ1306,2.329382222080249e-12
manufacturing_expansion,FW eutrophication N,n_eutro,TZ0505,1.4435851812988477e-14
manufacturing_expansion,FW eutrophication N,n_eutro,TZ2504,3.5279151861137764e-12
